Frame,Onset time,Narrative details (external events),Narrative details (internal state),Characters on screen,Music presence,Speech,Character speaking,Indoor/outdoor,Setting,Scene name
10385,415.4,"Grady turns away. Buck turns around to look at Earn. He scoffs at his friend's apology, says he hates the prison, then turns back around. He trails off, leans forward and fidgets in his chair.",Buck is frustrated with both Grady and the prison system.,"Buck, Grady",no,Now he wanna apologize and shit. I hate this motherfucking place...,Buck,indoor,Jail waiting room,No sleeping; Buck & Grady
10549,421.96,Earn looks silently at Buck for a moment.,,Earn,no,,,indoor,Jail waiting room,No sleeping; Buck & Grady
10625,425.0,Darius and Alfred Paper Boy are sitting at a hight table at J.R. Crickets Restaurant. Darius plays with salt and pepper shakers. Alfred Paper Boy has his head down and pounds his fist on the table. There is a TV on the ceiling above them.,,"Darius, Alfred Paper Boy",no,,,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
10692,427.68,Alfred Paper Boy sits up and looks at his watch. He looks around and complains that the food is taking a long time.,,Alfred Paper Boy,no,"They're taking a minute, man.",Alfred Paper Boy,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
10799,431.96,Darius carefully stacks salt and pepper shakers.,,Darius,no,,,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
10854,434.16,Darius carefully stacks the salt and pepper shakers. He says they should have eaten there.,Darius is concentrating deeply.,Darius,no,Didn't know why we ordered our food to go. We should've just ate it here.,Darius,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
10920,436.8,"Alfred Paper Boy stretches, groans, and says he does not like to eat in public.",,"Alfred Paper Boy, Darius",no,"Man, I don't like people watching me eat, man. Make me feel like I'm in a zoo.",Alfred Paper Boy,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11032,441.28,Darius stacks another pepper shaker. Alfred Paper Boy crosses his arms on the table and adds as an afterthought that they cannot smoke weed in the restaurant.,,"Alfred Paper Boy, Darius",no,"Plus we can't smoke weed in here, so",Alfred Paper Boy,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11100,444.0,Darius carefully examines his tower of shakers. Alfred thinks silently for a moment.,,"Darius, Alfred Paper Boy",no,,,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11175,447.0,Darius carefully adds another salt shaker to the stack. Alfred Paper Boy turns to look at him and remarks how crazy the last night was.,,"Darius, Alfred Paper Boy",no,"Hey, man. Last night was crazy, right? Shit happened so fast.",Alfred Paper Boy,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11319,452.7600000000001,Darius reaches for another pepper shaker. He quietly philosophizes that humans are perpetually close to destruction.,"Darius, who is normally a goofy and simple character, makes some unexpectedly wise and deep comments.","Darius, Alfred Paper Boy",no,"As humans, we are always close to destruction.",Darius,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11403,456.12,Darius adds the pepper shaker to the stack. He continues speaking.,Darius continues with his unexpectedly deep insights.,"Darius, Alfred Paper Boy",no,Life itself is but a series of close calls.,Darius,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11513,460.52,"Darius stacks another salt shaker. He continues philosophizing. Alfred Paper Boy stares elsewhere, silently.","Darius continues his philosophical musings, which are strange and out of character for him.","Alfred Paper Boy, Darius",no,"I mean, how would you know you were alive unless you knew you could die?",Darius,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11650,466.00000000000006,"Darius tries to stack one more salt shaker, and the tower collapses.",The falling tower symbolizes the fragility of life Darius is describing.,Darius,no,,,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11692,467.68,"Alfred Paper Boy looks over at Darius and the fallen tower, startled by the noise of it falling.",,Alfred Paper Boy,no,,,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11741,469.64,Darius nods slightly and says he wishes he was high.,,Alfred Paper Boy,no,"I really should be high for this, man.",Alfred Paper Boy,indoor,J. R. Crickets Restaurant,"The Precariousness Salt, Pepper, and Life"
11803,472.12,"Alfred Paper Boy looks up as PJ, a waiter, comes to the table with their orders.",,"Alfred Paper Boy, PJ the Waiter",no,"Alright, yo. There we go.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
11855,474.2000000000001,"PJ, the waiter, puts the to go boxes on the table and pushes them toward Alfred Paper Boy and Darius. Darius pushes his shakers to aside.",,"Darius, Alfred Paper Boy, PJ the Waiter",no,Ten piece order of teriyaki wings with fries,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
11945,477.8,Alfred Paper Boy and Darius lean down and smell their boxes of food.,Alfred Paper Boy and Darius are excited.,"Darius, Alfred Paper Boy",no,"There you go, man. ""Yeah, man.""","PJ the Waiter, Alfred Paper Boy",indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12023,480.92,PJ the Waiter lingers at the table for a second and gets Alfred Paper Boy's attention.,,"PJ the Waiter, Alfred Paper Boy",no,"Hey, yo",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12097,483.88000000000005,PJ the Waiter expresses his admiration for Alfred Paper Boy,,"Alfred Paper Boy, PJ the Waiter",no,"I just wanna say, you the nigga, man.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12163,486.52,Alfred Paper Boy looks up at PJ the Waiter,Alfred Paper Boy is confused,"Alfred Paper Boy, PJ the Waiter",no,Huh?,Alfred Paper Boy,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12196,487.84,PJ the Waiter recognizes Alfred as Paper Boy and says he heard about his arrest.,PJ the Waiter admires and respects Alfred Paper Boy,PJ the Waiter,no,You Paper Boy. Yeah. I heard about that shootout you,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12306,492.24,PJ the Waiter says he heard about the shootout online. Alfred Paper Boy and Darius stare at him.,,"Darius, Alfred Paper Boy",no,had on Twitter.,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12335,493.4,"Alfred Paper Boy glances sideways at Darius, who is staring open-mouthed.",Alfred Paper Boy is initially uncomfortable people have heard about the shooting.,"Darius, Alfred Paper Boy",no,,,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12368,494.72,PJ the Waiter calls Alfred Paper Boy one of the last real rappers.,PJ the Waiter respects Alfred Paper Boy for being violent,"Darius, Alfred Paper Boy",no,"You one of the last real rappers, man.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12414,496.56000000000006,"Alfred Paper Boy pauses, then thanks PJ the Waiter for the compliment.",Alfred Paper Boy is surprised the shooting gave him a positive image and feels slightly awkward about his notoriety.,"Darius, Alfred Paper Boy",no,"Thanks, man.",Alfred Paper Boy,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12472,498.88000000000005,PJ the Waiter responds,,PJ the Waiter,no,"Hey, it's all good, fam.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12516,500.64,PJ the Waiter describes himself as old school.,,PJ the Waiter,no,"You see, I'm an old school cat, you dig?",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12607,504.28,PJ the Waiter names old style rappers he listens to.,,PJ the Waiter,no,I listen to Biggie and Mobb Deep still.,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12678,507.12,Alfred Paper Boy listens. PJ the Waiter disparages current rap artists.,,Alfred Paper Boy,no,Nowadays you got these singing ass niggas like Fetty Wap in,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12779,511.16,"Alfred Paper Boy laughs and scoffs at the current artists, rubs his face, and grins. PJ the Waiter continues.",,Alfred Paper Boy,no,"the game now. Man, that shit is weak.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12850,514.0,PJ the Waiter looks at Alfred Paper Boy and compliments his willingness to be violent.,The shootout has gained Alfred Paper Boy respect from people who admire rap music's culture of prideful violence.,PJ the Waiter,no,But it's good to see a rapper that'll just blow a nigga brains out on the streets.,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
12939,517.5599999990001,Alfred Paper Boy covers his mouth with his hand and looks sideways at Darius,Alfred Paper Boy is taken aback by PJ the Waiter's assumption he is violent and would murder someone.,Alfred Paper Boy,no,"That's that '90s shit, B!",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13011,520.44,"Darius stares at Alfred Paper Boy, then looks at PJ the Waiter",Darius shares Alfred Paper Boy's surprise.,Darius,no,Ayo,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13065,522.6,PJ the Waiter says under his breath that the cook made them something special.,PJ the Waiter is showing his appreciation for Alfred Paper Boy,PJ the Waiter,no,My boy hooked you up. He made you the lemon pepper joints,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13175,527.0,PJ the Waiter whispers meaningfully that the wings have sauce on them.,The wing sauce is unusual and special.,PJ the Waiter,no,But these got the sauce on them.,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13244,529.76,PJ the Waiter leans back and looks at Alfred Paper Boy knowingly. Alfred Paper Boy exclaims.,The lemon pepper wings with sauce are special and unusual.,PJ the Waiter,no,"Oh, snap.",Alfred Paper Boy,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13268,530.72,Alfred Paper Boy exclaims and leans over to look in the to go box.,Alfred Paper Boy is impressed and surprised.,Alfred Paper Boy,no,Lemon pepper wet?,Alfred Paper Boy,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13324,532.96,Darius dramatically opens the to go box of wings. The contents of the box are glowing on his face. He and Alfred Paper Boy look longingly at the wings.,Alfred Paper Boy and Darius are impressed by the special wings.,"Darius, Alfred Paper Boy",no,Oh my god.,Darius,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13429,537.159999999,Darius and Alfred Paper Boy stare into the glowing box of wings and shake their heads. PJ the Waiter gets their attention and they look up at him.,Alfred Paper Boy and Darius are in awe of the wings.,"Darius, Alfred Paper Boy",no,"Hey, hey, ayo, my nigga",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13467,538.6799999990001,PJ the Waiter looks around the restaurant and whispers to hide the wings.,The lemon pepper wet wings are special and not offered.,"PJ the Waiter, Alfred Paper Boy",no,"Put that down, man.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13493,539.72,Darius closes the top of the to go box and the glow fades away. Alfred Paper Boy sits back down. They both look at PJ the Waiter.,,"Darius, Alfred Paper Boy",no,,,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13543,541.72,Pj the Waiter tells Darius and Alfred Paper Boy that the restaurant does not usually offer the special wings,,"Darius, Alfred Paper Boy",no,"Yeah, see, we don't normally do that",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13574,542.96,"PJ the Waiter says that his friend, Sam, the cook, made the wings special for them. He points at Sam across the room",,PJ the Waiter,no,"but my man, Sam, he hooked you all up. Holla at him.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13668,546.72,Sam the Cook stands in the doorway to the kitchen and nods his head slightly at Alfred Paper Boy,Sam the Cook also respects Alfred Paper Boy,Sam the Cook,no,,,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13725,549.0,Alfred Paper Boy raises his hand at Sam the Cook in thanks for the special wings. Darius gives him a military salute. PJ the Waiter gets their attention.,,"Darius, Alfred Paper Boy",no,"Cool, cool, cool, cool, cool ""Ayo""","Alfred Paper Boy, PJ the Waiter",indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13803,552.12,PJ the Waiter points at the take out box and says he gave them a lot of blue cheese as well.,,PJ the Waiter,no,I put a bunch of that blue cheese in there,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13846,553.84,"Alfred Paper Boy bangs his hand on the table, grins, and grunts. He reaches out and shakes PJ the Waiter's hand",Alfred Paper Boy is excited about and appreciates the blue cheese.,"Alfred Paper Boy, PJ the Waiter",no,"too ""Yeah, man!""","PJ the Waiter, Alfred Paper Boy",indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13916,556.64,"PJ the Waiter, still holding Alfred Paper Boy's hand, encourages him to keep doing what he is doing.",,PJ the Waiter,no,"Ayo, keep doing your thing man, alright?",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
13997,559.88,"PJ the Waiter tells Alfred Paper Boy that he is one of the last ""real"" rappers.",,PJ the Waiter,no,You one of the last real rappers.,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14047,561.88,"Alfred Paper Boy and PJ the Waiter shake hands, and point finger guns at each other. PJ the Waiter prepares to leave and Alfred Paper Boy nods his head.",PJ the Waite and Alfred Paper Boy share mutual respect.,"Alfred Paper Boy, Darius",no,"Keep holding it down, my nigga.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14143,565.72,"PJ the Waiter begins to walk away, but pauses and whispers to Alfred Paper Boy",,PJ the Waiter,no,"Don't let me down, man.",PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14207,568.2800000000002,Alfred Paper Boy looks up,Alfred Paper Boy is taken aback,Alfred Paper Boy,no,,,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14248,569.9200000000002,PJ the Waiter pauses before continuing,PJ the Waiter looks at Alfred Paper Boy seriously,PJ the Waiter,no,If you let me down...,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14316,572.64,"PJ the Waiter pauses again before finishing his sentence. His eyes dart sideways, then he smiles and walks away.","PJ the Waiter suddenly turns serious, even threatening.",PJ the Waiter,no,...I don't know what I'd do.,PJ the Waiter,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14444,577.76,Alfred Paper Boy stares silently forward. PJ the Waiter bumps him on the arm and walks away. Darius smells the chicken wings.,"Alfred Paper Boy is conflicted, feeling a new pressure to not let a fan down.","Alfred Paper Boy, Darius, PJ the Waiter",no,,,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14525,581.0,"Alfred Paper Boy turns and looks after PJ the Waiter as he walks away. Darius looks up, taps Alfred Paper Boy on the shoulder, and congratulates him. Alfred Paper Boy turns to him and nods.",Alfred Paper Boy is conflicted about the image PJ the Waiter respects him for. Darius is excited.,"Alfred Paper Boy, Darius, PJ the Waiter",no,"Yo, you got that juice, baby!",Darius,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14604,584.1600000000002,Alfred Paper Boy turns to Darius and answers shortly.,Alfred Paper Boy is internally conflicted.,"Alfred Paper Boy, Darius",no,Yeah,Alfred Paper Boy,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14644,585.76,"Alfred Paper Boy turns back around and stares after PJ the Waiter for another long moment, before turning back to Darius. Darius opens the take out box and examines the wings.",Alfred Paper Boy is internally conflicted. Darius is oblivious to the situation and focused on the wings.,"Alfred Paper Boy, Darius",no,,,indoor,J. R. Crickets Restaurant,One of the Last Real Rappers
14757,590.2800000000002,"A man with dreadlocks in a grey shirt is standing in front of Alfred Paper Boy, checking out at a gas station convenience store. He turns and glances behind himself.",,Customer,no,,,indoor,Gas station convenience store,Gas Station Suspicion
14825,593.0,"Alfred Paper Boy stands bored in line, staring off. He catches the man checking out glancing back at him.",,Alfred Paper Boy,no,,,indoor,Gas station convenience store,Gas Station Suspicion
14872,594.88,The man turns back around and finishes paying.,,Customer,no,,,indoor,Gas station convenience store,Gas Station Suspicion
14919,596.76,"The man pockets his wallet, nods at the cashier, and walks away.",,"Customer, Alfred Paper Boy, Cashier",no,,,indoor,Gas station convenience store,Gas Station Suspicion
15002,600.08,Alfred Paper Boy walks up to the counter and pulls out his wallet.,,"Alfred Paper Boy, Cashier",no,,,indoor,Gas station convenience store,Gas Station Suspicion
15041,601.64,Alfred Paper Boy buys cigarillos and gas. He drops a bill on the counter and looks after the man in front of him.,Alfred Paper Boy is suspicious of the man.,"Alfred Paper Boy, Cashier",no,"Hey, uhh, let me get, umm, a four pack of them Swishers and, uhh, put the rest on pump five.",Alfred Paper Boy,indoor,Gas station convenience store,Gas Station Suspicion
15178,607.12,Alfred Paper Boy continues staring after the man and puts his wallet away. He tells the cashier he does not need a bag.,Alfred Paper Boy is suspicious of the man.,"Alfred Paper Boy, Cashier",no,I don't need a bag.,Alfred Paper Boy,indoor,Gas station convenience store,Gas Station Suspicion
15272,610.88,The cashier responds and rings him up.  Alfred Paper Boy looks at him.,Alfred Paper Boy is surprised.,"Alfred Paper Boy, Cashier",no,I know.,Cashier,indoor,Gas station convenience store,Gas Station Suspicion
15334,613.36,"Alfred Paper Boy taps the pack of Swishers against his hand, holds them in his mouth, and walks away.",,"Alfred Paper Boy, Cashier",no,,,indoor,Gas station convenience store,Gas Station Suspicion
15445,617.8000000000002,Alfred Paper Boy walks out the door of the convenience store. Loud music is coming from one of the cars.,,Alfred Paper Boy,yes,,,outdoor,Gas station,Gas Station Suspicion
15519,620.76,Alfred Paper Boy walks slowly toward his car and passes a woman entering the store. He turns and stares at her as she goes by.,,Alfred Paper Boy,yes,,,outdoor,Gas station,Gas Station Suspicion
15629,625.1600000000002,Alfred Paper Boy walks up to the gas pump at his car.,,Alfred Paper Boy,yes,,,outdoor,Gas station,Gas Station Suspicion
15684,627.36,Alfred Paper Boy walks up to the pump and suddenly looks up across the parking lot.,Alfred Paper Boy is suspicious.,Alfred Paper Boy,yes,,,outdoor,Gas station,Gas Station Suspicion
15769,630.76,"The man from inside the convenience store stands, leaning on a car and talking to another man inside it. The two look over at Alfred Paper Boy as they talk.",The men may be talking about Alfred Paper Boy,Customer,yes,,,outdoor,Gas station,Gas Station Suspicion
15851,634.0400000000002,"Alfred Paper Boy stares at the men for a moment, then looks down and begins pumping gas.",Alfred Paper Boy is suspicious of the men.,Alfred Paper Boy,yes,,,outdoor,Gas station,Gas Station Suspicion
15919,636.76,"Alfred Paper Boy replaces the pump, walks over to his car, and gets in. Darius is sitting in the passenger seat.",,"Alfred Paper Boy, Darius",yes,,,outdoor,Gas station,Gas Station Suspicion
16063,642.5200000000002,Alfred Paper Boy shuts the door and stares at the men across the parking lot.,Alfred Paper Boy is suspicious of the men.,"Alfred Paper Boy, Darius",yes,,,outdoor,Gas station,Gas Station Suspicion
16103,644.12,Darius says he wants to go inside and buy a Cow Tale.  Alfred Paper Boy stares at the men.,Alfred Paper Boy is suspicious of the men. Darius has not noticed.,"Alfred Paper Boy, Darius",yes,"Yo, I'm gonna go get me a Cow Tale.",Darius,outdoor,Gas station,Gas Station Suspicion
16135,645.4000000000002,"Alfred Paper Boy, still staring at the men, raises his hand and cuts Darius off.",Alfred Paper Boy is suspicious of the men.,"Alfred Paper Boy, Darius",yes,No.,Alfred Paper Boy,outdoor,Gas station,Gas Station Suspicion
16168,646.72,"Alfred Paper Boy, still staring at the men, starts the car and begins driving.",Alfred Paper Boy is suspicious of the men. Darius is sad he cannot get a Cow Tale.,"Alfred Paper Boy, Darius",yes,,,outdoor,Gas station,Gas Station Suspicion
16278,651.12,Alfred Paper Boy's and Darius's car pulls out of the gas station.,,"Alfred Paper Boy, Darius",yes,,,outdoor,Gas station,Gas Station Suspicion
16368,654.72,A gloved hand fills a small plastic cup with juice from a Gatorade cooler and passes it to Earn.,,,no,,,indoor,Jail waiting room,Treating Lee
16446,657.84,Earn accepts the cup gingerly.,Earn is disgusted by the liquid in the cup.,Earn,no,,,indoor,Jail waiting room,Treating Lee
16506,660.24,Earn pulls a hair out of the drink.,,Earn,no,,,indoor,Jail waiting room,Treating Lee
16545,661.8000000000002,The hand passes a sandwich to Earn.  Earn looks at the man who gave it to him.,Earn is disgusted by the prison food.,Earn,no,,,indoor,Jail waiting room,Treating Lee
16636,665.44,Earn holds up the sandwich and examines it. A voice gets his attention.,Earn is disgusted by the prison food.,Earn,no,Hey,Old Inmate,indoor,Jail waiting room,Treating Lee
16690,667.6,"An older black man with white hair, wearing a red flowed shirt, asks Earn if he wants his sandwich.",,Old Inmate,no,You gonna eat that?,Inmate,indoor,Jail waiting room,Treating Lee
16745,669.8000000000002,Earn looks at the sandwich and offers it to the older inmate.,,Earn,no,"Nah, that's all you.",Earn,indoor,Jail waiting room,Treating Lee
16809,672.36,Earn hands the older inmate the sandwich. The man looks at Earn and laughs.,,"Earn, Old Inmate, Buck",no,,,indoor,Jail waiting room,Treating Lee
16866,674.64,"The older inmate turns and tells Earn he is not going to survive in prison, then starts to eat his food.",,Old Inmate,no,"You ain't gonna make it in here, boy.",Old Inmate,indoor,Jail waiting room,Treating Lee
16966,678.64,"Earn silently looks away. He notices Lee, the mentally handicapped inmate, making strange noises.",,Earn,no,,,indoor,Jail waiting room,Treating Lee
17121,684.84,"Lee, wearing a hospital gown, dances and walks in a strange way.",,"Lee, Buck",no,,,indoor,Jail waiting room,Treating Lee
17225,689.0,A few of the inmates watch Lee,,"Buck, Old Inmate",no,,,indoor,Jail waiting room,Treating Lee
17278,691.12,"Lee continues dancing strangely. Officer Jones walks up to Lee, laughs, and talks to him.",,"Lee, Officer Jones, Buck, Grady, Earn",no,What kind of dancing is that?,Officer Jones,indoor,Jail waiting room,Treating Lee
17329,693.1600000000002,"Officer Jones laughs, hits Lee on the shoulder, and tells him to sit down.",Officer Jones is used to Lee's antics and is disinterested.,"Lee, Officer Jones, Buck, Grady, Earn",no,"Lee, go sit down somewhere.",Officer Jones,indoor,Jail waiting room,Treating Lee
17388,695.5200000000002,Lee continues moving around the waiting room.  Officer Jones comments.,,Lee,no,That guy never quits.,Officer Jones,indoor,Jail waiting room,Treating Lee
17426,697.0400000000002,The older inmate takes a bite out of Earn's cookie and watches Lee.,,Old Inmate,no,,,indoor,Jail waiting room,Treating Lee
17478,699.12,A black female officer holding a clipboard watches Lee moving strangely around the room and comments.,,"Lee, Officer Wills",no,"Boy, you up in here every week, cutting up.",Officer Wills,indoor,Jail waiting room,Treating Lee
17533,701.32,Earn watches Lee and asks if he really is in jail that often.,Earn is surprised.,Earn,no,He's in here every week?,Earn,indoor,Jail waiting room,Treating Lee
17597,703.88,An inmate turns to Earn and tells him that Lee was in jail last time he was arrested.,,"Earn, Inmate",no,He was in here last time I got locked up.,Inmate,indoor,Jail waiting room,Treating Lee
17656,706.24,Lee continues moving and dancing around the room.,,"Lee, Officer Wills",no,That nigga crazy.,Inmate,indoor,Jail waiting room,Treating Lee
17701,708.0400000000002,"Lee suddenly stops moving around and looks at his cup, then looks around worriedly.",Lee is looking for something.,Lee,no,,,indoor,Jail waiting room,Treating Lee
17784,711.36,Lee suddenly runs off.,,Lee,no,,,indoor,Jail waiting room,Treating Lee
17829,713.1600000000002,Lee runs into a bathroom and bends over. An inmate says loudly that he is going to drink from the toilet.,,"Lee, Earn, Buck, Grady, inmates",no,"Hey, look, look, look, he dipping his cup in the toilet!",Inmate,indoor,Jail waiting room,Treating Lee
17928,717.12,The inmates sit up and watch Lee. Buck says Lee is going to drink toilet water.,The inmates are suddenly interested. Buck is excited.,"Buck, Old Inmate, Inmate.",no,"Oh, man. He gon drink it!",Inmate,indoor,Jail waiting room,Treating Lee
17997,719.88,Lee brings the cup full of toilet water up to his mouth and takes a sip. An inmate sitting in front of Lee hides his face in his hand.,,Lee,no,"Oh no, he ain't gonna drink that.",Buck,indoor,Jail waiting room,Treating Lee
18107,724.2800000000002,"The inmates grimace, exclaim loudly, and laugh at Lee.","Everyone finds Lee amusing and entertaining, but they are not interested in helping him.","Buck, Old Inmate, Inmate",no,,,indoor,Jail waiting room,Treating Lee
18142,725.6800000000002,The whole room of officers and inmates laugh at Lee. None try or offer to help him.,,"Inmates, Earn",no,,,indoor,Jail waiting room,Treating Lee
18193,727.72,Earn asks why Lee is in jail every week.,Earn is surprised Lee is allowed to do these things with no intervention.,"Earn, Officer Jones, Old Inmate, Buck, Inmate",no,Why is he in here every week?,Earn,indoor,Jail waiting room,Treating Lee
18262,730.48,"Earn continues, saying Lee needs help.",Earn touches on the problem of mentally handicapped people's treatment in the prison system.,"Earn, Officer Jones, Buck, Old Inmate, Inmate",no,"He, he look like he need help.",Earn,indoor,Jail waiting room,Treating Lee
18306,732.24,Officer Jones brushes off Earn's concern and tells him to be quiet.,,"Earn, Officer Jones, Buck, Old Inmate, Inmate",no,"Hey, man, shut up.",Officer Jones,indoor,Jail waiting room,Treating Lee
18352,734.08,"Sergeant Simmons's voice, with a Southern accent, asks from off screen if the commotion is Lee.  Officer Jones walks away from Earn",,"Earn, Officer Jones, Buck, Old Inmate, Inmate",no,Don't tell me that's Lee in here again.,Sergeant Simmons,indoor,Jail waiting room,Treating Lee
18413,736.5200000000002,Officer Jones walks away from Earn and answers that it is Lee,,"Earn, Officer Jones, Buck, Old Inmate, Inmate",no,"Yeah, it's him alright.",Officer Jones,indoor,Jail waiting room,Treating Lee
18435,737.4000000000002,"Lee drinks the toilet water from his cup, and Officer Jones comments. Sergeant Simmons walks up to him, smiling.","Lee has drank from the toilet before, and the officers do not care to stop him.","Lee, Sergeant Simmons",no,Drinking the toilet water again.,Officer Jones,indoor,Jail waiting room,Treating Lee
18490,739.6,"Lee walks slowly, looking at his cup of water. Sergeant Simmons walks up to him, smiles and comments.",Sergeant Simmons is amused by Lee's actions,"Lee, Sergeant Simmons",no,Oh this guy just keeps going.,Sergeant Simmons,indoor,Jail waiting room,Treating Lee
18542,741.6800000000002,Buck grimaces and shakes his head. Another inmate laughs.,,"Buck, Inmate, Old Inmate",no,,,indoor,Jail waiting room,Treating Lee
18595,743.8000000000002,"Sergeant Simmons glances sideways at Lee, smiles, and asks how he is.",Sergeant Simmons is amused and unconcerned.,"Sergeant Simmons, Lee",no,"How's it going, Lee?",Sergeant Simmons,indoor,Jail waiting room,Treating Lee
18643,745.72,Lee turns and spits water on Sergeant Simmons.,,"Lee, Sergeant Simmons",no,,,indoor,Jail waiting room,Treating Lee
18676,747.0400000000002,"Lee spits water on Sergeant Simmons, who jumps back and glares. Another officer runs up. The inmates gasp.",Sergeant Simmons is angry,"Lee, Sergeant Simmons",no,,,indoor,Jail waiting room,Treating Lee
18722,748.88,"Lee grins. An officer grabs him from behind, knocking the cup of water out of his hands",,"Lee, Officer",no,,,indoor,Jail waiting room,Treating Lee
18744,749.76,Sergeant Simmons pulls out his baton.,,Sergeant Simmons,no,,,indoor,Jail waiting room,Treating Lee
18760,750.4000000000002,"Sergeant Simmons glares at Lee, winds up and hits him hard across the face with his baton.",,Sergeant Simmons,no,,,indoor,Jail waiting room,Treating Lee
18782,751.2800000000002,Earn and the other inmates flinch and gasp as Sergeant Simmons beats Lee.,Earn and the inmates are shocked at the violence.,"Earn, Inmate",no,,,indoor,Jail waiting room,Treating Lee
18814,752.5600000000002,Sergeant Simmons and the other officer wrestle Lee to the ground as the other inmates watch.,,"Sergeant Simmons, Lee, Officer, Earn, Buck, Grady, inmates",no,,,indoor,Jail waiting room,Treating Lee
18847,753.88,An alarm sounds and more officers rush to subdue Lee. Lee screams.,,"Lee, Sergeant Simmons, Officer Jones, Officer",no,,,indoor,Jail waiting room,Treating Lee
18936,757.44,Earn looks down silently as Lee screams and the alarm sounds.,Earn is uncomfortable and angry with Lee's treatment.,"Earn, Inmate",no,,,indoor,Jail waiting room,Treating Lee
19040,761.6,The officers wrestle to handcuff Lee on the floor. Lee continues screaming. The alarm continues blaring.,,"Lee, Sergeant Simmons, Officer Jones, Officer",no,,,indoor,Jail waiting room,Treating Lee
