Frame,Onset time,Narrative details (external events),Narrative details (internal state),Characters on screen,Music presence,Speech,Character speaking,Indoor/outdoor,Setting,Scene name
8141,325.6400000000001,Tobias pauses and looks around.,"Tobias is uncomfortable, awkward.","Tobias, Michael",no,,,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8198,327.92,"Tobias says the job search is good, then that it will be good soon.",Tobias has not found a job.,"Tobias, Michael",no,It's good. It’s going to be good. It’s going to be good.,Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8258,330.32,Tobias hopes something naturally works out.,Tobias is not making an effort to find a job.,"Michael, Tobias",no,I’m hoping the universe provides a path for me.,Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8329,333.16,A newspaper picture of Dr. Tobias Funke is shown. The narrator explains how Tobias lost his medical license.,,Tobias,yes,Tobias recently lost his medical license,Narrator,,Narrator backstory,Lindsay and Tobias Arrive and Embezzle
8392,335.68,Security camera footage shows Tobias performing CPR on a large man laying in a chair at a pool. The narrator explains how Tobias lost his medical license.,,Tobias,yes,"for administering CPR to a person who, as it turned",Narrator,outdoor,Narrator backstory pool,Lindsay and Tobias Arrive and Embezzle
8468,338.72,The newspaper photo of Tobias is next to a headline that reads Sleeping Tourist has Sternum Broken and a picture of the man on a stretcher while Tobias talks to the police.,,Tobias,yes,"out, was not having a heart attack.",Narrator,,Narrator backstory,Lindsay and Tobias Arrive and Embezzle
8552,342.0800000000001,Michael suggests that Tobias may want to be a pirate after the boat party.,Michael is being sarcastic and condescending.,"Michael, Tobias",no,"Maybe you’ll be inspired by the boat party tonight, start a career as a pirate.",Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8639,345.56,"Tobias pauses for a moment, then says he did not pack to be a pirate.",Tobias now thinks the boat party is pirate themed.,"Tobias, Michael",no,I haven't packed for that.,Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8734,349.36,"Lindsey opens the door and walks into the hotel room, carrying many shopping bags. She complains she could not find anything.",,"Lindsay, Lucille",no,Couldn't find a thing!,Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8781,351.24,Michael calls out to Lindsay,,"Lindsay, Lucille",no,Lindsay!,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8794,351.7600000000001,Lindsay takes off her glasses and greets Michael.,Lindsay appears happy to see Michael.,Lindsay,no,Michael!,Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8833,353.32000000000005,Michael and Tobias walk into the room. Michael asks about Lindsay's flight.,Michael is playing dumb to her having been in town for a month.,"Michael, Tobias",no,How was your flight?,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8865,354.6,Lindsay says her flight was great and she just arrived.,Lindsay lies about her arrival.,"Lindsay, Michael",no,"Great, great! We just got in.",Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8926,357.04,"Lucille, holding her drink, cuts Lindsay off and says that Michael knows she arrived a month ago.",,Lucille,no,He knows.,Lucille,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8941,357.6400000000001,Lindsay quickly switches her story and apologizes.,,"Lindsay, Michael",no,"A month ago. Oh, I'm sorry, I've been meaning",Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9016,360.64,Lindsay touches Michael's chest and says she has been meaning to call him. Michael smirks.,Lindsay is lying.,"Michael, Lindsay, Tobias",no,"to call you, I really have.",Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9048,361.92,Michael questions his sister and calls her out.,Michael does not believe she meant to call.,"Michael, Lindsay, Tobias",no,Really?,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9057,362.28,Lindsay turns away and says she has been busy.,Lindsay is making up excuses for not calling.,Lindsay,no,It's just been very busy.,Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9097,363.88,Tobias fixes his glasses with a screwdriver and agrees with Lindsay.,,"Tobias, Michael",no,"Yeah, it's been crazy.",Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9140,365.6,Michael looks at Tobias. Lindsay continues.,,"Tobias, Michael, Lindsay",no,We just had an amazing,Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9175,367.0,Lindsay talks about a recent fundraiser she and Tobias held.,,Lindsay,no,fundraiser for HOOP,Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9212,368.48,Michael pauses for a moment and asks what HOOP is.,,"Michael, Lindsay, Tobias, Lucille",no,HOOP?,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9247,369.88,Lindsay says HOOP is her anti-circumcision movement.,,"Lindsay, Michael",no,My anti-circumcision movement.,Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9290,371.6,Lindsay stands at the HOOP fundraiser and advocates against circumcision to a woman. A sign behind her reads H.O.O.P Hands Off Our Penises.,,Lindsay,no,I think it looks frightening when it’s cut off. It’s a Doberman. Let it have its ears.,Lindsay,indoor,Fundraiser,Lindsay and Tobias Arrive and Embezzle
9391,375.64,Michael nods.,Michael thinks her charity is strange.,"Michael, Lindsay, Tobias",no,,,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9415,376.6,Lindsay discusses her fundraiser.,,"Michael, Lindsay, Tobias",no,Believe it or not,Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9434,377.36,Lindsay tells Michael her fundraiser's donation total.,,"Lindsay, Michael",no,we brought in over forty thousand dollars.,Lindsay,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9526,381.04,Michael responds.,Michael is being sarcastic.,"Michael, Lindsay",no,Unbelievable. Sounds like you saved enough skin to make ten new boys.,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9591,383.64,Tobias says where the donations came from. Lucille looks up at him.,,Lucille,no,"Well, most of",Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9624,384.96,Tobias fixes his glasses and says most of the donations they raised were from the Bluth Company's money. Lindsay clears her throat to cut him off.,Tobias does not realize he revealed a secret.,"Tobias, Michael",no,that money was from the Bluth Company.,Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9668,386.72,"Michael rounds on his mother and sister, eyes wide. Tobias cuts himself off and asks how he is.",Michael is surprised and angry. Tobias realizes his mistake.,"Michael, Tobias",no,"I mean, how",Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9697,387.88000000000005,Lucille slowly stops sipping her drink.,Lucille knows she is in trouble.,Lucille,no,,,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9724,388.96,Lindsay stares at Tobias. Michael turns back around to look at him.,"Lindsay, Michael",Lindsay is angry at Tobias. Michael is frustrated with this new revelation.,no,,,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9757,390.28,Michael turns back to Tobias. Tobias continues.,Tobias realizes his mistake.,"Tobias, Michael",no,are you?,Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9793,391.72,Lucille rolls her eyes at Tobias,,Lucille,no,,,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9819,392.7600000000001,Michael answers Tobias and turns to his mother and sister.,,"Michael, Tobias, Lindsay",no,Still good.,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9846,393.84,Michael walks around Lindsay and Lucille and says they have always stolen company money.,Michael is annoyed with his mother and sister.,"Michael, Tobias, Lindsay",no,"You know what? You guys have had your hands in the company coffer for years, but starting tomorrow",Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
9961,398.44,Michael tells Lindsay and Lucille they will not be able to spend company money after he takes over tomorrow.,,Michael,no,"here is going to be a new boss in town, and you’re all going to have to start fending for",Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10070,402.8,"Michael continues lecturing his mother and sister on independence and responsibility. Lindsay stands, Lucille sits with her drink, Tobias fixes his glasses.","Lindsay looks guilty, Lucille looks uninterested.","Lindsay, Lucille, Tobias",no,yourselves. You're all gonna finally,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10129,405.16,Michael continues lecturing his mother and sister on independence and responsibility. The sound of a beating drum starts.,,Michael,no,feel that sweet sting of sweat in your eyes as...,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10221,408.84,Michael cuts himself off and yells at Buster.,,Michael,no,Buster!,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10243,409.72,"Buster sits in another room with sheet music in front of him, banging loudly on a drum. He stops and Michael asks if he can beat the drum on the balcony.",Buster is awkward and oblivious. Michael is frustrated.,Buster,no,you can’t do that on the,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10311,412.44,Michael asks if Buster can beat the drum on the balcony instead.,Michael is frustrated.,"Michael, Lindsay, Tobias",no,"balcony, buddy?""",Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10346,413.84,Buster stares at Michael and says that Lucille told him not to because of the wind. He glances sideways.,,Buster,no,Mom says it’s too windy.,Buster,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10460,418.4,Michael turns away.,Michael feels he gets different treatment than his other siblings from his mother.,"Michael, Lindsay, Tobias",yes,,,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10510,420.4,Lucille holds and looks at her fox fir and wonders who cut its foot off.,,Lucille,yes,Who could've done this?,Lucille,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
10536,421.44000000000005,"The scene transitions to a split screen between Lucille looking at her fox fir with its missing foot, and Maeby holding the missing foot. The narrator speaks.",Maeby cut the fox's paw off,"Lucille, Maeby",yes,While Michael was getting fed up with his family,Narrator,,Transition,Transition
10613,424.52,"Maeby stands in front of the banana stand, playing with the fox foot. The narrator continues.",,Maeby,yes,George Michael was finally getting to know them.,Narrator,outdoor,Banana stand,Meeting Maeby
10664,426.56,"Maeby, George-Michael's cousin and Lindsay and Tobias's daughter, walks up to the banana stand and talks to George-Michael. George-Michael wipes the counter.",,"Maeby, George-Michael",yes,"Umm, yeah",Maeby,outdoor,Banana stand,Meeting Maeby
10726,429.04,Maeby claims she bought a frozen banana and found the fox foot in the center. She holds it up.,Maeby pretends to be angry.,Maeby,no,"I bought a frozen banana, and when I bit into it, I found this.",Maeby,outdoor,Banana stand,Meeting Maeby
10846,433.84,George-Michael comments on the foot.,"George-Michael is awkward, confused, and slow.","George-Michael, Maeby",no,It looks like a foot.,George-Michael,outdoor,Banana stand,Meeting Maeby
10885,435.4,Maeby retorts.,Maeby is pretending to be angry.,Maeby,no,It tasted like a foot.,Maeby,outdoor,Banana stand,Meeting Maeby
10912,436.48,George-Michael looks at Maeby,,"George-Michael, Maeby",no,,,outdoor,Banana stand,Meeting Maeby
10935,437.4,"Maeby continues, changing the subject and now complaining about nuts on her banana.",Maeby is messing with George-Michael.,Maeby,no,"Which I didn’t really mind, but I’m pretty sure I said no nuts.",Maeby,outdoor,Banana stand,Meeting Maeby
11033,441.32000000000005,George-Michael recognizes Maeby as his cousin.,,"George-Michael, Maeby",no,"Hey, you’re my cousin, aren’t you?",George-Michael,outdoor,Banana stand,Meeting Maeby
11087,443.48,Maeby brushes her hair aside and responds.,,Maeby,no,Maybe.,Maeby,outdoor,Banana stand,Meeting Maeby
11128,445.12,"The scene pauses. The narrator introduces Maeby. Mae ""Maeby"" Funke Cousin is written on the screen.",,Maeby,no,"This is George-Michael's cousin, Maeby.",Narrator,outdoor,Banana stand,Meeting Maeby
11195,447.8,George-Michael looks at Maeby and smiles.,,George-Michael,yes,,,outdoor,Banana stand,Meeting Maeby
11227,449.08,"Maeby questions her cousin, George-Michael, not recognizing her.",Maeby is surprised and indignant.,Maeby,no,I can't believe you didn't recognize me!,Maeby,outdoor,Banana stand,Meeting Maeby
11272,450.88000000000005,George-Michael responds that his family never sees hers.,,Maeby,no,We never see you.,George-Michael,outdoor,Banana stand,Meeting Maeby
11297,451.88000000000005,George-Michael says he and his father never see any other family members.,,"George-Michael, Maeby",no,We never see anybody in our family.,George-Michael,outdoor,Banana stand,Meeting Maeby
11354,454.16,Maeby says never seeing each other is their parents' fault. George-Michael nods slightly.,George-Michael agrees.,"George-Michael, Maeby",no,"I know, it's our parents' fault.",Maeby,outdoor,Banana stand,Meeting Maeby
11390,455.6,"Maeby pauses for a second, then looks up and says she and George-Michael should teach their parents a lesson.",Maeby is mischievous.,Maeby,no,We should teach them a lesson!,Maeby,outdoor,Banana stand,Meeting Maeby
11437,457.48,"George-Michael laughs a few times, then trails off.",George-Michael laughs awkwardly.,"George-Michael, Maeby",no,,,outdoor,Banana stand,Meeting Maeby
11533,461.32000000000005,George-Michael says they should not get revenge on their parents.,George-Michael is a rule follower,"George-Michael, Maeby",no,"No, I, I don't think so.",George-Michael,outdoor,Banana stand,Meeting Maeby
11572,462.88000000000005,Maeby starts suggesting a plan.,Maeby is mischievous.,"George-Michael, Maeby",no,I should go to my mom tonight,Maeby,outdoor,Banana stand,Meeting Maeby
11602,464.08,Maeby continues describing her plan to kiss George-Michael in front of their parents.,,Maeby,no,"and be, like, I met the cutest guy, and then she’ll see you and me totally making out.",Maeby,outdoor,Banana stand,Meeting Maeby
11689,467.56,George-Michael laughs.,George-Michael feels awkward.,"George-Michael, Maeby",no,,,outdoor,Banana stand,Meeting Maeby
11733,469.32000000000005,Maeby smiles. George-Michael laughs.,,Maeby,no,,,outdoor,Banana stand,Meeting Maeby
11763,470.52,"George Michael laughs, pauses, and asks if Maeby was serious.",George-Michael is taken aback and feels awkward.,"George-Michael, Maeby",no,"But not really, right?",George-Michael,outdoor,Banana stand,Meeting Maeby
11826,473.04,"Maeby, still holding the fox foot, bangs her fist on the counter and pronounces her plan perfect. She imitates herself telling her mom the kissing was because she and her cousin do not see each other enough to know they are cousins.",Maeby wants to kiss George-Michael.,Maeby,no,"It’s perfect! She’d freak out, and I’d be, like, Mom, if we saw each other more often, this wouldn’t happen.",Maeby,outdoor,Banana stand,Meeting Maeby
11945,477.8,George-Michael says that he and Maeby are cousins.,George-Michael is hesitant about kissing Maeby.,"George-Michael, Maeby",no,But we're cousins.,George-Michael,outdoor,Banana stand,Meeting Maeby
11971,478.84,Maeby insists that being cousins is what makes her kissing prank funny.,Maeby wants to kiss George-Michael.,Maeby,no,That's what makes it funny!,Maeby,outdoor,Banana stand,Meeting Maeby
12013,480.52,George-Michael asks if kissing your cousin is illegal.,George-Michael is hesitant about kissing Maeby.,"George-Michael, Maeby",no,But isn't it against the law?,George-Michael,outdoor,Banana stand,Meeting Maeby
12053,482.12,Maeby starts trying to convince George-Michael to kiss her.,Maeby wants to kiss George-Michael.,George-Michael,yes,Come on,Maeby,outdoor,Banana stand,Meeting Maeby
12072,482.88000000000005,"Maeby pouts, leans on the counter, and tries to convince George-Michael to kiss her.",Maeby flirts with George-Michael and wants to kiss him.,Maeby,yes,George-Michael,Maeby,outdoor,Banana stand,Meeting Maeby
12143,485.72,Maeby playfully touches George-Michael's nose with the fox foot. George-Michael makes a face.,Maeby flirts with George-Michael and wants to kiss him. George-Michael is disgusted by the fox foot.,"George-Michael, Maeby",yes,George-Michael,,outdoor,Banana stand,Meeting Maeby
12200,488.00000000000006,Tobias stands in front of a mirror in a fancy bathroom getting ready. The narrator speaks.,,Tobias,yes,Tobias,Narrator,indoor,hotel room,Tobias Becomes a Protesting Pirate
12242,489.68,Tobias pulls a plastic covering off of his bald head. The narrator says he thinks the retirement boat party is pirate themed.,Tobias is dressing up as a pirate.,Tobias,yes,now believing the boat,Narrator,indoor,hotel room,Tobias Becomes a Protesting Pirate
12268,490.72,Tobias opens his bathrobe and rubs cream on his nipple.,Tobias is dressing up as a pirate.,Tobias,yes,party to be pirate themed,Narrator,indoor,hotel room,Tobias Becomes a Protesting Pirate
12302,492.08,Tobias looks through Lindsay's clothing for a pirate costume. He talks aloud to himself,,Tobias,yes,"Hello, you look like a pirate! ""began searching""","Tobias, Narrator",indoor,hotel room,Tobias Becomes a Protesting Pirate
12348,493.92,Tobias wraps Lindsay's pink scarf around his head.,,Tobias,yes,through is wife's luggage for an outfit.,Narrator,indoor,hotel room,Tobias Becomes a Protesting Pirate
12390,495.6,Tobias holds up a pair of black and white striped pants and speaks aloud to himself.,,Tobias,yes,I should say so,Tobias,indoor,hotel room,Tobias Becomes a Protesting Pirate
12415,496.6,Tobias holds up Lindsay's white blouse and speaks aloud to himself.,,Tobias,yes,"look at the blouse, sir!",Tobias,indoor,hotel room,Tobias Becomes a Protesting Pirate
12455,498.2000000000001,"Tobias, dressed as a pirate, walks into the hotel lobby and claps his hands.",Tobias is dressed like a pirate but also looks like one of the gay protestors.,Tobias,yes,Then,Narrator,indoor,hotel lobby,Tobias Becomes a Protesting Pirate
12490,499.6,Tobias follows a pair of flagrantly dressed of gay protestors out the door. The narrator explains how he accidentally joined the protestors' boat.,Tobias thinks the gay protestors are dressed as pirates and going to the same party as him.,"Tobias, gay protestors",yes,mistaking a group of garishly dressed men for pirates,Narrator,indoor,hotel lobby,Tobias Becomes a Protesting Pirate
12567,502.68,Tobias gets in a grey van with the group of gay protestors.,Tobias is oblivious to what is going on.,"Tobias, gay protestors",yes,Tobias boarded a van full of homosexuals.,Narrator,outdoor,Protestors' van,Tobias Becomes a Protesting Pirate
12653,506.12,Tobias sits in the van with the brightly dressed gay protestors as it pulls away. The narrator explains how he came to be on the gay protestors' boat.,Tobias is oblivious to what is going on.,"Tobias, gay protestors",yes,"Soon, he was unwittingly",Narrator,outdoor,Protestors' van,Tobias Becomes a Protesting Pirate
12719,508.7600000000001,Tobias stands on the gay protestors' barge and claps his hands as the others dance and hold signs around him. The narrator explains how he came to be part of the protest against the yacht club.,"Tobias is awkward, confused, and oblivious.","Tobias, gay protestors",yes,part of a protest against the local yacht club.,Narrator,outdoor,Protestors' barge,Tobias Becomes a Protesting Pirate
12799,511.96,Tobias clasps his hands and asks one of the protestors how he is.,"Tobias is earnest, awkward, confused, and oblivious","Tobias, gay protestors",yes,How are you?,Tobias,outdoor,Protestors' barge,Tobias Becomes a Protesting Pirate
12838,513.52,"On the Bluth family boat, Lindsay looks at the protestors and tells Lucille she has the same blouse.",The backstory has now caught up to the opening scene,"Lindsay, Lucille",yes,"Oh, my god, I have the exact same blouse.",Lindsay,outdoor,Family boat party,Tobias Becomes a Protesting Pirate
12901,516.0399999990001,Lucille tells Lindsay the blouse looks better on Tobias than on her.,,"Lucille, Lindsay",yes,I like it better on him.,Lucille,outdoor,Family boat party,Tobias Becomes a Protesting Pirate
12952,518.08,Lindsay turns and looks at Lucille.,Lindsay is disgusted and offended.,"Lucille, Lindsay",yes,,,outdoor,Family boat party,Tobias Becomes a Protesting Pirate
12975,519.0,Michael stands in a suit listening to his father speak. Michael looks down and smiles. The narrator speaks.,"Michael is happy, excited, and proud.",Michael,no,And Michael's big moment finally came.,Narrator,outdoor,Family boat party,The Surprising Announcement
13050,522.0,George Senior stands and holds a torch trophy. He is wearing a cowboy hat and sunglasses. He looks around the crowd and prepares to introduce the new C.E.O. of the family business to the guests.,,George Senior,no,I give you the new C.E.O. of the Bluth Company,George Senior,outdoor,Family boat party,The Surprising Announcement
13146,525.84,"Buster stands in the crowd of guests, holding a camera. The camera zooms in on GOB, sitting at a table and drinking. George Senior describes his successor as the smartest in the family.",GOB is disinterested.,"Buster, GOB, Lucille, guests",no,certainly the smartest,George Senior,outdoor,Family boat party,The Surprising Announcement
13213,528.52,George Senior describes his successor as the smartest in the family. Michael looks down and smiles.,Michael believes his father is talking about him.,Michael,no,"Bluth,",George Senior,outdoor,Family boat party,The Surprising Announcement
13240,529.6,"George Senior, at the front of the crowd, holds the trophy and says his successor is his favorite family member.",,George Senior,no,my favorite Bluth.,George Senior,outdoor,Family boat party,The Surprising Announcement
13269,530.76,Michael grins and looks up at his father. George Senior continues talking.,Michael believes George Senior is talking about him.,Michael,no,"And the, uh,",George Senior,outdoor,Family boat party,The Surprising Announcement
13318,532.72,A close up of George Senior's face. He describes his successor as sexy.,George Senior was not talking about Michael.,George Senior,no,sexiest creature I have ever laid eyes on.,George Senior,outdoor,Family boat party,The Surprising Announcement
13434,537.36,"Michael blinks once, makes a face, and looks down.",Michael is confused and surprised by his father's comment.,Michael,no,,,outdoor,Family boat party,The Surprising Announcement
13472,538.88,"After a pause, George Senior announces the new C.E.O. is Lucille and offers her the torch trophy.",,George Senior,no,"My lovely wife, Lucille.",George Senior,outdoor,Family boat party,The Surprising Announcement
13506,540.24,Lucille jumps and shouts. The crowd of guests cheer.,Lucille is excited.,"Lucille, Lindsay, guests",no,,,outdoor,Family boat party,The Surprising Announcement
13527,541.08,Buster grins and claps. Lucille laughs.,,"Buster, guests",no,,,outdoor,Family boat party,The Surprising Announcement
13544,541.76,"Michael turns to look at George-Michael, eyes wide.",Michael is shocked his father chose Lucille instead of him.,Michael,yes,,,outdoor,Family boat party,The Surprising Announcement
13569,542.76,George-Michael looks back at Michael. The crowd claps.,George-Michael is surprised too.,"George-Michael, guests",yes,,,outdoor,Family boat party,The Surprising Announcement
13600,544.0,Michael turns and looks at his father.,Michael is shocked at George Senior's announcement.,Michael,yes,,,outdoor,Family boat party,The Surprising Announcement
13638,545.52,Lindsay looks at Lucille and grins. The crowd of guests clap.,Lindsay is happy with the announcement.,"Lindsay, guests",yes,,,outdoor,Family boat party,The Surprising Announcement
13664,546.5599999990001,Lucille holds up her hands and screams.,Lucille is excited.,"Lucille, guests",yes,,,outdoor,Family boat party,The Surprising Announcement
13686,547.44,"Lucille laughs, jumps up and down, and hugs Lindsay. The guests grin and clap behind her.",Lucille and Lindsay are excited about the announcement.,"Lucille, Lindsay, GOB, guests",yes,,,outdoor,Family boat party,The Surprising Announcement
13731,549.24,"Michael watches Lucille walk up to the front of the crowd, holding the torch trophy. He looks at George Senior.",Michael is upset his father did not make him C.E.O. of the family company.,"Michael, Lucille",yes,"Oh my gosh! ""Congratulations""","Lucille, Lindsay",outdoor,Family boat party,The Surprising Announcement
13784,551.36,George Senior walks over to Michael. Lucille accepts a bouquet of flowers.,George Senior knows Michael is disappointed.,"George Senior, Michael, Lucille, Lindsay, Buster",yes,,,outdoor,Family boat party,The Surprising Announcement
13840,553.6,"George Senior hugs Michael, quietly tells him that it is not the right time for him to be C.E.O., and walks away.",George Senior knows that Michael is upset and disappointed.,"Michael, George Senior",yes,"Sorry, it's not the right time.",George Senior,outdoor,Family boat party,The Surprising Announcement
13947,557.88,"Lucille grins and twirls for the crowd. She holds the torch trophy and a bouquet of flowers. Lindsay, Buster, and the guests smile and clap.","Lucille and Lindsay are happy that Lucille will be C.E.O, and Michael will not.","Lucille, Lindsay, Buster, GOB, guests",yes,,,outdoor,Family boat party,The Surprising Announcement
14009,560.36,Michael stares straight ahead and says nothing.,Michael is upset and disappointed he was not made C.E.O.,Michael,yes,,,outdoor,Family boat party,The Surprising Announcement
14064,562.5600000000002,BLANK SCREEN 3,,,no,,,,,The Surprising Announcement
14114,564.5600000000002,"Lucille grins and holds the torch trophy and bouquet of flowers. Lindsay, Buster, and the guests smile and clap.",Lucille is happy with the announcement.,"Lucille, Lindsay, Buster, guests",yes,,,outdoor,Family boat party,The Surprising Announcement
14147,565.88,Michael turns and looks and Lindsay. She starts speaking to him.,Michael is upset and disappointed.,Michael,yes,"Well I’m not going to lie to you,",Lindsay,outdoor,Family boat party,The Surprising Announcement
14188,567.52,"Lindsay tells Michael that Lucille's promotion is great news for her charity, HOOP.",Lindsay smugly tells Michael that she can and will keep funneling money from the family company.,"Lindsay, Michael",yes,"Michael, this is great news for HOOP.""",Lindsay,outdoor,Family boat party,The Surprising Announcement
14243,569.72,Michael shakes his head and pushes his way past Lindsay.,"Michael is upset and disappointed at the announcement, and frustrated with his family.",Michael,yes,,,outdoor,Family boat party,The Surprising Announcement
14279,571.1600000000002,"Michael walks past Lindsay, through the crowd.",,"Lindsay, Michael, guests",yes,,,outdoor,Family boat party,The Surprising Announcement
14323,572.9200000000002,"On their barge, the group of gay protestors dance and hold signs.",,Gay protestors,yes,,,outdoor,Protestors' barge,Free at Last/The Kiss
14410,576.4000000000002,"From the upper deck of the yacht, Michael watches the protestors and slowly smiles.",Michael feels freed by not being chosen as C.E.O. and is happy.,Michael,yes,,,outdoor,Family boat party,Free at Last/The Kiss
14500,580.0,"One of the gay protestors dances on the barge, holding a sign that says Freedom.",,Gay protestors,yes,,,outdoor,Protestors' barge,Free at Last/The Kiss
14592,583.6800000000002,George-Michael walks toward his father.,George-Michael is going to console Michael,George-Michael,yes,,,outdoor,Family boat party,Free at Last/The Kiss
14639,585.5600000000002,"George-Michael walks up to Michael, who turns, smiles, and greets him.","Michael is happy and feels freed, not having been chosen to be C.E.O.","Michael, George-Michael",yes,Hey.,Michael,outdoor,Family boat party,Free at Last/The Kiss
14687,587.48,George-Michael asks his father if he is alright.,George-Michael knows his father must be upset.,"George-Michael, Michael",yes,You okay?,George-Michael,outdoor,Family boat party,Free at Last/The Kiss
14706,588.24,Michael puts his arm around his son and says it is time for them to move on.,Michael is okay with not having been chosen to be C.E.O.,"Michael, George-Michael",yes,"You and I, we’ve waited long enough. Time to move on.",Michael,outdoor,Family boat party,Free at Last/The Kiss
14790,591.6,Michael rustles George-Michael's hair. George-Michael looks off into the distance.,George-Michael wants to do something before they leave.,"George-Michael, Michael",yes,Alright?,Michael,outdoor,Family boat party,Free at Last/The Kiss
14894,595.76,George-Michael walks down the stairs toward Maeby. He laments that their families will see each other even less than before.,George-Michael is going to miss Maeby.,"George-Michael, Maeby, guests",no,I guess we're gonna see you guys even less now.,George-Michael,outdoor,Family boat party,Free at Last/The Kiss
14951,598.0400000000002,Maeby says they should have taught their parents a lesson when they had the chance.,Maybe means they should have kissed in front of their parents before George-Michael had to leave.,"Maeby, George-Michael, guests",no,I told you we should have taught them a lesson.,Maeby,outdoor,Family boat party,Free at Last/The Kiss
15023,600.9200000000002,Lindsay drinks a glass of champagne at the party. George Senior calls her over for a picture.,,Lindsay,no,"Lindsay! I want you in this picture, come on.",George Senior,outdoor,Family boat party,Free at Last/The Kiss
15082,603.2800000000002,"Lindsay begins walking toward George Senior, approaching Maeby and George-Michael. Maeby turns to look at George-Michael, who is not paying attention, and grins.",Maeby is going to kiss George-Michael in front of her mother.,"Maeby, George-Michael, Lindsay",no,,,outdoor,Family boat party,Free at Last/The Kiss
15115,604.6,"As Lindsay walks past, Maeby grabs George-Michael by the face and kisses him hard. Lindsay does not see.",,"Maeby, George-Michael, Lindsay",no,,,outdoor,Family boat party,Free at Last/The Kiss
15220,608.8000000000002,"Lindsay, Lucille, Michael, Buster, and GOB pose for a picture. Lucille holds the torch trophy and bouquet of roses. Michael crosses his arms. George Senior tells everybody to smile.",Michael is disinterested.,"Lindsay, Lucille, Michael, Buster, GOB",no,"Alright, let's see some smiles,",George Senior,outdoor,Family boat party,Prepare to be Boarded
15254,610.1600000000002,George Senior takes a picture.,,"George Senior, guests",no,people.,George Senior,outdoor,Family boat party,Prepare to be Boarded
15274,610.96,"Lindsay, Lucille, and Michael pose for George Senior to take a picture. Lucille holds the torch trophy and bouquet of roses. George-Senior makes a joke.",Michael is uncomfortable.,"Lindsay, Lucille, Michael, George Senior",no,"It's a party, not a",George Senior,outdoor,Family boat party,Prepare to be Boarded
