Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
7640	305.6	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7641	305.64000000000004	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7642	305.68	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7643	305.72	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7644	305.76	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7645	305.8	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7646	305.84000000000003	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7647	305.88	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7648	305.92	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7649	305.96000000000004	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7650	306.0	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7651	306.04	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7652	306.08000000000004	1	Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.	0	Lucille, Michael	0	1	"You should be focused on tonight. Dad’s making a big announcement."	Lucille	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7653	306.12	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7654	306.16	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7655	306.20000000000005	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7656	306.24	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7657	306.28000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7658	306.32	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7659	306.36	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7660	306.40000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7661	306.44	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7662	306.48	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7663	306.52000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7664	306.56	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7665	306.6	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7666	306.64000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7667	306.68	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7668	306.72	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7669	306.76	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7670	306.8	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7671	306.84000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7672	306.88	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7673	306.92	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7674	306.96000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7675	307.0	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7676	307.04	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7677	307.08000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7678	307.12	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7679	307.16	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7680	307.20000000000005	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7681	307.24	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7682	307.28000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7683	307.32	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7684	307.36	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7685	307.40000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7686	307.44	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7687	307.48	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7688	307.52000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7689	307.56	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7690	307.6	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7691	307.64000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7692	307.68	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7693	307.72	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7694	307.76	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7695	307.8	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7696	307.84000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7697	307.88	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7698	307.92	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7699	307.96000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7700	308.0	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7701	308.04	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7702	308.08000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7703	308.12	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7704	308.16	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7705	308.20000000000005	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7706	308.24	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7707	308.28000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7708	308.32	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7709	308.36	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7710	308.40000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7711	308.44	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7712	308.48	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7713	308.52000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7714	308.56	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7715	308.6	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7716	308.64000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7717	308.68	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7718	308.72	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7719	308.76	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7720	308.8	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7721	308.84000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7722	308.88	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7723	308.92	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7724	308.96000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7725	309.0	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7726	309.04	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7727	309.08000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7728	309.12	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7729	309.16	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7730	309.20000000000005	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7731	309.24	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7732	309.28000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7733	309.32	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7734	309.36	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7735	309.40000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7736	309.44	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7737	309.48	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7738	309.52000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7739	309.56	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7740	309.6	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7741	309.64000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7742	309.68	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7743	309.72	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7744	309.76	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7745	309.8	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7746	309.84000000000003	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7747	309.88	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7748	309.92	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7749	309.96000000000004	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7750	310.0	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7751	310.04	1	Michael grins and asks his mother if his father's announcement is about him.	Michael is excited and anticipating his promotion.	Michael, Lucille	0	1	"Yeah? I knew it. It’s about me, isn’t it?"	Michael	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7752	310.08000000000004	1	Lucille picks up a drink and winks at Michael	Lucille implies the announcement is about Michael.	Lucille	0	1	0	0	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7753	310.12	1	Lucille picks up a drink and winks at Michael	Lucille implies the announcement is about Michael.	Lucille	0	1	0	0	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7754	310.16	1	Lucille picks up a drink and winks at Michael	Lucille implies the announcement is about Michael.	Lucille	0	1	0	0	1	1	Lucille's hotel room	1	Cutting Lucille Off	
7755	310.20000000000005	1	Lucille picks up a drink and winks at Michael	Lucille implies the announcement is about Michael.	Lucille	0	1	0	0	1	1	Lucille's hotel room	1	Cutting Lucille Off	
